"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"6s + 20s sharpeners","MTB","IN RPE this week Matt, give it a good crack... Focusing on the thoughts you going to need/ use on race day, if there are some trails like OMV open I suggest heading there. Those 2 blocks can slot in at any point during this ride. The 2 sprints per effort are what counts; 6s BLAST, lift the effort to max! 54s back to tempo what you'd consider a regular race pace, then 20s BLAST full gas! then 1min easy. FEELING focus! Follow your sensations.","1.38888888888889","","2022-06-12","","20074.4296875","","",""," *12/06/2022 Matthew Roberts: didn't work for three reasons: 1) had a headache when I left, but it was cleared by the second set 2) on an XC track, you can't choose when you put in effort.  I couldn't get the timing to work well.  Also, when you are trying to go MAX and a you have to slow down, then you drop from MAX.  Exactly the opposite is a problem too, trying to stay at ""race pace' and some feature pushes you into way into the red 3) once I go 4 seconds at MAX, any reasonable effort keeps me there.  The lactic acid and the struggling for oxygen starts and it just won't stop unless I really drop off the intensity for a while.  So 4 secs MAX then race pace is either 4 secs ""a little over race pace' then race pace or it is a minute-twenty MAX.* *13/06/2022 Justin Morris: You are right about doing efforts on an MTB track if it were HR or W data, However, RPE is just a feeling or sensation of effort. So imagining you are in a race and getting the most out of your body whatever the terrain. Saying that, I would have tried to do these mainly on the climb  not the descent. I should've written that out apologies. Alas, you hammered it around some XC trail for 90min so most important mission accomplished.* *13/06/2022 Matthew Roberts: I did do it on climbs but they were not long enough for the full set and I was never in a place I could head back down in the rest sections!*","1.54638886451721","3.60599994659424","","74","","126","176","","","0.667307617772071","77.12","23","18","25","7","7","12","1","","","","","","","","","","","","","","6","9"
"Taper week","Day Off","","","","2022-06-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Double reco","Day Off","","","","2022-06-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mid week endurance","Bike","Only if feel is possible without compromising sleep, if means less than 7hrs sleep, opt for shorter ride. No efforts just ride and have fun. Hours on the bike. .","2.5","","2022-06-15","","31686.849609375","","","","","2.25055551528931","3.91100001335144","","72","","124","163","","","0.625897499612328","99.67","33","25","42","26","9","0","0","","","","","","","","","","","","","","3","3"
"2min efforts + 20s","Bike","Try for upper range of those HR levels if outside a d lower range if on trainer. If on trainer: 10min warm up 5min cool down","1.66666666666667","","2022-06-16","","24012.279296875","","","","","1.74611115455627","3.8199999332428","","75","","119","177","","","0.65614908676689","84.45","28","13","25","23","8","6","2","","","","","","","","","","","","","","3","5"
"1min+10s sharpeners","Bike","MTB or Road bike, RPE again. These are like opener sessions that are followed up by that ride tomorrow. I know uni holidays are on now but if you still have to commute can do these efforts on the commute, try do on the morning commute. The time between the efforts is superfluous just do 5 of them at appropriate points during ride.","1.51388888888889","","2022-06-17","","15949.7001953125","","","","","1.14944446086884","3.85400009155273","","75","","122","174","","","0.627168530952926","50.26","20","12","24","7","4","3","0","","","","","","","","","","","","","","",""
"Easy ride w 3x1min, 3x 6s","MTB","During ride today: 3x1min at 9/10 Then 3x 6s full gas out of saddle sprints. Any point during ride.","1.5","","2022-06-18","","17258.509765625","","",""," *18/06/2022 Matthew Roberts: A bit much for the day before a race but Brad was available. Will email notes about brads suggestiins* *20/06/2022 Justin Morris: Understandable. By the sounds of it, bringing that seat up is the best thing you can do.*","1.65750002861023","2.89199995994568","","74","","139","179","","","0.702192624591837","91.69","8","12","26","22","23","6","4","","","","","","","","","","","","","","3","5"
"Cycling","Bike","","","","2022-06-19","","18800.91015625","","",""," *19/06/2022 Matthew Roberts: felt stronger - didn't feel like I was spat out the back.  When I got to the hills I could give it some gas then back off instead of just going straight into my granny gear.  Big section of super-twisty stuff where there was no choice but to rest up each lap.  In the end I was just as far off first place as last time though.  Only got laped by one a-grader which would normally be a good race.  It was Jason English who got me, I stayed ""ahead"" of the rest.* *19/06/2022 Matthew Roberts: results: https://my.raceresult.com/189891/* *19/06/2022 Matthew Roberts: oh, and the garmin was in the pocket :)  stuffed up the gps tracking on strava* *19/06/2022 Justin Morris: Nice mate!! Great to hear! Mid pack result legit. Held a good tempo throughout judging by the HR data. Think you went into this a little more fatigued than ideal also with the bigger ride on Sat and those efforts on Friday also. Nice work Matt, heading in the right direction.*","1.44416666030884","3.6159999370575","","82","","164","183","","","0.879165682254243","124.8","0","0","0","8","33","24","21","","","","","","","","","","","","","","10","3"
"Warm up tips","MTB","Ideally on the course, but otherwise just rolling on the road. Within the 20min ride: Predominantly easy gear (90+RPM). Work in 1x 30s efforts 9/10RPE, then 2x 15s sprints 10/10RPE then just 3x 6s sprints 10/10RPE. That will be enough to get anaerobic system firing pre race. Only if you have time for this. Not crucial but will help.","0.333333333333333","","2022-06-19","Try to finish warm ups within 10-15min of start time.","1069.14001464844","","",""," *19/06/2022 Matthew Roberts: Didn’t feel so far off the pace on the climbs today!  I don’t know if I was fast, but I wasn’t spat out the back.* *20/06/2022 Justin Morris: Good work mate, stoked with this and glad you had time for warm up. Will have made a difference.*","0.375555545091629","0.791000008583069","","68","","95","146","","","0.610245442764792","15.12","13","3","6","1","0","0","0","","","","","","","","","","","","","","9","3"
"Reco","Day Off","","","","2022-06-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mid week endurance","Bike","Only if feel is possible without compromising sleep, if means less than 7hrs sleep, opt for shorter ride. No efforts just ride and have fun. Hours on the bike. .","2.5","","2022-06-21","","78651.546875","","",""," *21/06/2022 Matthew Roberts: That was probably not what you meant by “just have fun” but fast is fun!  Completely demolished my pr for the full M7. 2:45 down to 2:33. 30km/h is like a siren’s call for me and to do 75km at 30km/h is a real achievement. The feeling on that ride was really great too. I was certainly working very hard but I never felt like I might conk out. I felt strong. So good for my confidence and motivation.  Sorry if such a big effort messes up the training plan.* *23/06/2022 Justin Morris: Awesome man! Not at all! This is the guts of motivation and fire in the belly for the sport. Anytime a opportunity arises for a PR grab it (to an extent). Stoked for ya. The HR was in check somewhat so did not cook yourself too bad. We will find out later in the week if you did I suppose anyway haha.*","2.72749996185303","8.01000022888184","","88","","156","184","","","0.811643233922863","204.1","4","2","10","29","58","43","18","","","","","","","","","","","","","","9","3"
"Easy ride","MTB","No structure, just fun. Could be commute day or just cruise. MTB usually best on these days.","1.5","","2022-06-22","","16247.76953125","","","","","1.13277781009674","3.98399996757507","","75","","126","158","","","0.623708411958254","48.97","11","10","30","15","2","0","0","","","","","","","","","","","","","","3","1"
"Burn & Surge- short/ sharp","Bike","This is addressing that HR recovery thing, where it is not coming back down after a hard effort. This will be interesting to see how you respond to. Will either be a big fail after the first one as HR stays high and cannot bring down or may respond quick to it. Not expecting perfection on first go of this but have to do it to see how you respond to it and can go from there. Should be HARD! Just aim for the lower limit of those HR ranges.","0.866666666666667","","2022-06-23","","17600.580078125","","",""," *24/06/2022 Matthew Roberts: First set was ok, second set undoable. I was wrung out just getting to 170bpm. Might be coming down with something*","0.920277774333954","5.31300020217896","","85","","127","175","","","0.676771529094711","46.6","6","30","3","1","9","5","0","","","","","","","","","","","","","","8","7"
"Mid week endurance- Z2 focus","Bike","Only if feel is possible without compromising sleep, if means less than 7hrs sleep, opt for shorter ride. Only goal today is Z2- this is where supposedly your body is using predminantly fat as fuel, for you this should be in the 120-140bpm range. So try hover around there, obviously hard if you are going up steep climbs so try keep the route relatively flattish and/ or use mtb with bigger ratios to use.","2","","2022-06-24","","","","",""," *26/06/2022 Matthew Roberts: Sick :(*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride w 3x1min, 3x 6s","MTB","During ride today longer than last week even. 3x1min at 9/10 Then 3x 6s full gas out of saddle sprints. Any point during ride.","2","","2022-06-25","","","","",""," *26/06/2022 Matthew Roberts: Sick :*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Warm up tips","MTB","Ideally on the course, but otherwise just rolling on the road. Within the 20min ride: Predominantly easy gear (90+RPM). Work in 1x 30s efforts 9/10RPE, then 2x 15s sprints 10/10RPE then just 3x 6s sprints 10/10RPE. That will be enough to get anaerobic system firing pre race. Only if you have time for this. Not crucial but will help.","0.333333333333333","","2022-06-26","Try to finish warm ups within 10-15min of start time.","","","",""," *26/06/2022 Matthew Roberts: Still recovering. Back to 80%. Should be 100% tomorrow*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
